1	3383	24.179517	53.281	0	0.0707577
2	3442	26.280693	45.2668	1	0.0482137
3	3898	25.595661	48.1344	2	0.0544397
4	3538	24.226897	46.8942	3	0.0535633
5	3689	24.624898	51.5666	4	0.0592664
6	3690	24.38569	46.2487	5	0.0485912
7	3218	25.999268	50.5867	6	0.0604722
8	3514	26.859224	50.0536	7	0.0566646
9	3106	24.644009	53.6089	8	0.0649485
10	3569	24.77439	49.6381	10	0.0586481
11	3862	24.90287	45.0959	11	0.0447768
12	3778	26.975224	47.7782	12	0.0495406
13	3036	24.793727	48.8964	13	0.0551896
14	3432	23.770141	43.5836	14	0.0417178
15	974	23.793708	40.7043	15	0.0355307
16	3371	24.565298	47.1772	16	0.0523293
17	1457	21.664089	44.8135	17	0.0463068
18	991	22.439467	39.8004	18	0.0355275
19	3029	24.42124	38.9611	20	0.0358119
20	3111	24.544135	49.9787	21	0.0534217
21	1342	24.383638	46.2658	22	0.0453136
22	3436	26.087225	48.2732	23	0.0548944
23	3925	25.489568	38.5695	24	0.0317034
24	3133	26.546024	48.9515	25	0.0536599
25	3578	24.324137	38.5197	26	0.0339947
26	3138	24.561872	45.5443	27	0.0423894
27	803	23.729796	43.6225	28	0.0410876
28	3618	26.895966	51.8084	30	0.0536183
29	3477	24.263027	45.4973	31	0.0483341
30	3855	23.518323	44.0163	32	0.0441113
31	3368	27.984008	49.1143	33	0.0477064
32	3773	23.691367	48.9225	34	0.0518178
33	3445	24.195889	46.7952	35	0.0505831
34	1464	24.930409	48.5945	36	0.0510041
35	1758	23.785428	40.9154	37	0.0384694
36	3741	27.53741	50.6366	38	0.0557807
37	806	23.285095	36.7756	100	0.0314112
38	839	22.290388	43.5841	101	0.0439431
39	914	21.943962	41.2206	102	0.0402597
40	1139	21.579466	38.1901	103	0.0338851
41	1789	24.382429	41.4184	104	0.0365539
42	1841	26.662701	45.3394	105	0.0450075
43	557	24.288187	48.305	106	0.0507086
44	2527	25.258257	46.677	107	0.0475484
45	382	24.918659	50.5811	108	0.057039
46	916	21.387516	40.525	110	0.0385289
47	2198	27.03069	47.9081	111	0.0457408
48	3678	24.604494	43.9482	112	0.0418854
49	1288	24.396128	43.2299	113	0.0426159
50	1951	23.483286	50.6329	114	0.0551966
51	2018	23.016174	43.0218	115	0.042238
52	2480	25.223636	45.6204	116	0.0473057
53	890	23.368312	36.4738	117	0.0283726
54	1443	26.27043	49.5105	118	0.0493568
55	1571	25.82557	48.2897	120	0.0508262
56	2566	24.856343	48.4687	121	0.0486165
57	2588	27.606162	42.8536	122	0.0371246
58	287	24.811151	41.5196	123	0.0402388
59	693	25.691678	51.7322	124	0.0519748
60	853	25.804281	38.4344	125	0.0298318
61	1145	22.225752	39.1329	126	0.0333308
62	2624	25.283088	43.1691	127	0.0396937
63	919	23.734046	40.2792	128	0.0350795
64	515	23.68025	56.1982	130	0.0663777
65	553	23.665316	49.4697	131	0.050884
66	911	23.582471	38.8342	132	0.0337461
67	1154	24.715734	43.4655	133	0.038492
68	1818	25.327675	51.4446	134	0.0556742
69	813	23.597421	40.4579	135	0.0377929
70	1006	23.837417	42.2967	136	0.0379427
71	1107	24.154339	38.6265	137	0.0312169
72	881	24.343244	46.7077	138	0.0469173
73	856	23.986475	46.1149	200	0.0464468
74	886	22.972483	45.318	201	0.0435369
75	1161	25.394019	39.8631	202	0.0345823
76	2093	24.414061	47.1906	203	0.0505588
77	2685	25.586761	46.4493	204	0.0451786
78	1036	26.471713	44.9471	205	0.042585
79	1130	23.643316	46.7809	206	0.0462974
80	1857	25.494952	46.8897	207	0.0454599
81	2337	25.730686	46.7418	208	0.0494069
82	2661	25.248355	42.0142	210	0.0431949
83	2792	25.787118	45.8842	211	0.0469243
84	1376	21.573889	40.1943	212	0.0384279
85	1378	23.060998	48.1227	213	0.0531241
86	1786	27.287519	47.3121	214	0.0445127
87	2526	22.16241	47.8908	215	0.0526833
88	595	23.285701	42.6567	216	0.0382203
89	647	25.137673	46.8396	217	0.045313
90	845	24.862134	46.8029	218	0.0439975
91	967	23.740427	47.3927	220	0.046762
92	1217	24.410154	48.0161	221	0.0490123
93	654	24.706081	45.3298	222	0.0424526
94	776	24.169457	41.7584	223	0.0391566
95	1382	24.617357	48.1659	224	0.0490023
96	2152	25.210033	48.4413	225	0.0508859
97	2625	25.226802	44.1534	226	0.0444379
98	2686	26.794633	47.4945	227	0.0478287
99	2804	26.292715	46.9913	228	0.0460009
100	229	25.108523	44.6361	230	0.044898
101	814	23.970708	42.1203	231	0.0371263
102	1033	25.760972	49.1728	232	0.0498589
103	1182	24.839146	51.8674	233	0.0558965
104	1258	23.973528	46.4968	234	0.0482394
105	1675	24.241731	48.0874	235	0.0496828
106	1864	25.29806	39.5752	236	0.0339476
107	3814	23.708584	42.7461	237	0.0400142
108	2281	25.184318	46.2501	238	0.0479649
109	2300	23.782309	44.6794	300	0.0492253
110	1005	23.279959	42.0647	301	0.0410559
111	1195	24.174533	42.4372	302	0.0452057
112	1395	24.623666	42.6687	303	0.0408704
113	1425	27.099305	44.153	304	0.0419061
114	1630	26.776898	46.2097	305	0.0476764
115	2107	25.660736	49.6326	306	0.0544635
116	2254	27.125356	46.2501	307	0.0449412
117	2424	27.343488	47.8851	308	0.0527818
118	362	25.241716	49.5846	310	0.0615739
119	1220	24.304453	45.7896	311	0.0496296
120	1577	24.329503	46.7444	312	0.053789
121	1918	27.256995	49.7953	313	0.0511699
122	2617	23.935315	44.8924	314	0.0468273
123	743	24.988991	46.975	315	0.0475955
124	921	24.298601	43.0797	316	0.0428636
125	993	23.059033	43.3785	317	0.0414685
126	1022	24.003131	48.5572	318	0.0525016
127	1354	26.946912	47.606	320	0.0487594
128	1501	25.678961	47.1097	321	0.0496146
129	1665	25.953506	50.8822	322	0.0530347
130	2094	25.480561	49.9689	323	0.0544336
131	2573	24.88647	44.56	324	0.0421614
132	2684	23.881162	45.6643	325	0.0503373
133	2752	24.246972	-1518.7	326	189.513
134	932	26.381574	-1313.5	327	115.592
135	997	25.934305	42.6406	328	0.0374378
136	1180	24.898943	50.8776	330	0.0536723
137	1516	26.385424	48.5597	331	0.0505493
138	1843	25.416738	46.7732	332	0.0482553
139	2691	25.173142	46.1127	333	0.0486879
140	2790	25.907128	50.074	334	0.0544238
141	1537	24.560682	48.4434	335	0.0513362
142	2450	24.381991	48.8752	336	0.0529948
143	2780	26.179751	47.427	337	0.0492213
144	375	25.320589	41.2233	338	0.0401993
145	1860	25.111962	38.6783	400	0.0348396
146	1179	25.912412	45.8436	401	0.0462079
147	2257	27.119468	46.2972	402	0.0472654
148	2569	25.994676	46.1797	403	0.0437801
149	2237	27.582818	47.1101	404	0.0471932
150	2373	25.313623	48.1552	405	0.0532921
151	1236	29.330379	49.2766	406	0.0465397
152	1416	25.915685	47.6223	407	0.0509551
153	2187	24.628682	45.285	408	0.0464263
154	1421	28.452537	46.8182	410	0.0456224
155	2052	26.543115	47.7703	411	0.0489714
156	1427	29.505157	45.4055	412	0.0450905
157	1585	29.45812	46.3768	413	0.0458343
158	1927	34.938173	51.2139	414	0.0473861
159	2211	29.587731	46.7314	415	0.04325
160	2421	27.868302	44.0097	416	0.0415192
161	1041	28.767769	46.2383	417	0.0426814
162	1043	27.243129	46.6172	418	0.042591
163	1487	23.888788	47.5481	420	0.0501025
164	2438	26.819366	45.3891	421	0.0448395
165	521	25.539608	48.3155	422	0.0506279
166	1047	28.340723	42.9731	423	0.0358479
167	1052	27.18333	47.5261	424	0.0452459
168	2163	24.782746	48.9762	425	0.0575262
169	2330	27.834689	46.7608	426	0.0425456
170	1513	28.072389	48.7577	427	0.0465434
171	1553	30.141026	48.6938	428	0.0439973
